Item #,Product Name,Additional Description,Thickness,SheetCount,Features,Product Color,Additional Product Color,Additional Product Color2,Imprint options,Imprint_Options_2,Location1,Location2  ,Location3,Location4,Point Style_1,Ink_Color_1,Point Style_2,Ink_Color_2,Ink_Options,Pricing Info,Production time,Imprint Info,Product Dimensions,US  Patent,Recycle  Info,Shipping  Info,Pack Qty,Pack Weight,Icons,Page Number
MGSPFM20,Picture Frame Magnets,"Square,  Circle,  Oval,  Rectangle  and  House",20 mil,,FREE  stock  backgrounds|Full  bleeds  available|Always  in  stock,,,,"4-Color  Process  (4CP):  Price  includes  a  FREE  4-color  process  imprint  on  a  white  surface.  Picture  frame  magnets  do  not  include  the  stock  backgrounds  shown  as  a  standard  feature.    To  add  a  FREE  stock  background,  please  be  sure  to  specify  the  background  name  on  your  order.  For  available  stock  backgrounds,  please  visit  product  page  at  www.bicgraphic.com.  ",,,,,,,,,,,,5 working days.,,,,Magnets  are  made  from  flexible  magnet  sheets  containing  a  minimum  of  12%  recycled  material.,,TABLE,TABLE,USA ^24 ^ECO,158
MGSPFM30,Picture Frame Magnets,"Square,  Circle,  Oval,  Rectangle  and  House",30 mil,,FREE  stock  backgrounds|Full  bleeds  available|Always  in  stock,,,,"4-Color  Process  (4CP):  Price  includes  a  FREE  4-color  process  imprint  on  a  white  surface.  Picture  frame  magnets  do  not  include  the  stock  backgrounds  shown  as  a  standard  feature.    To  add  a  FREE  stock  background,  please  be  sure  to  specify  the  background  name  on  your  order.  For  available  stock  backgrounds,  please  visit  product  page  at  www.bicgraphic.com.  ",,,,,,,,,,,,5 working days.,,,,Magnets  are  made  from  flexible  magnet  sheets  containing  a  minimum  of  12%  recycled  material.,,TABLE,TABLE,USA ^24 ^ECO,158
MGSPFS20,Picture Frame Magnets,"House,  Circle,  Apple,  Heart,  Oval  and  Rectangle",20 mil,,FREE  stock  backgrounds|Full  bleeds  available|Always  in  stock,,,,"4-Color  Process  (4CP):  Price  includes  a  FREE  4-color  process  imprint  on  a  white  surface.  Picture  frame  magnets  do  not  include  the  stock  backgrounds  shown  as  a  standard  feature.    To  add  a  FREE  stock  background,  please  be  sure  to  specify  the  background  name  on  your  order.  For  available  stock  backgrounds,  please  visit  product  page  at  www.bicgraphic.com.  ",,,,,,,,,,,,5 working days.,,,,Magnets  are  made  from  flexible  magnet  sheets  containing  a  minimum  of  12%  recycled  material.,,500,16  lbs  (approx.),USA ^24 ^ECO,158
MGSPFS30,Picture Frame Magnets,"House,  Circle,  Apple,  Heart,  Oval  and  Rectangle",30 mil,,FREE  stock  backgrounds|Full  bleeds  available|Always  in  stock,,,,"4-Color  Process  (4CP):  Price  includes  a  FREE  4-color  process  imprint  on  a  white  surface.  Picture  frame  magnets  do  not  include  the  stock  backgrounds  shown  as  a  standard  feature.    To  add  a  FREE  stock  background,  please  be  sure  to  specify  the  background  name  on  your  order.  For  available  stock  backgrounds,  please  visit  product  page  at  www.bicgraphic.com.  ",,,,,,,,,,,,5 working days.,,,,Magnets  are  made  from  flexible  magnet  sheets  containing  a  minimum  of  12%  recycled  material.,,250,12  lbs  (approx.),USA ^24 ^ECO,158
MGSSCL,Stock Shape Magnet and 12 Sheet Calendar,30  mil  Stock  Shape  Magnet  and  12  Sheet  Calendar,,,FREE  stock  backgrounds|Full  bleeds  available|Always  in  stock,,,,"4-Color  Process  (4CP):  Price  includes  a  FREE  4-color  process  imprint  on  a  white  surface.  Stock  shapes  do  not  include  the  stock  backgrounds  shown  as  a  standard  feature.  To  add  a  FREE  stock  background,  please  be  sure  to  specify  the  background  name  on  your  order.  For  available  stock  backgrounds,  please  visit  product  page  at  www.bicgraphic.com.  ",,,,,,,,,,,,7 working days.,"Magnet  with  12  Sheet  Calendar  orders  placed  after  June  1,  2012    will  default  to  2013  calendars  unless  otherwise  specified.",,,Magnets  are  made  from  flexible  magnet  sheets  containing  a  minimum  of  12%  recycled  material.,,125,7  lbs  (approx.),USA ^ECO,159
MGSSL20,Large Stock Shape Magnets,Extra  Large  Stock  Shapes,20 mil,,FREE  stock  backgrounds|Full  bleeds  available|Always  in  stock,,,,"4-Color  Process  (4CP):  Price  includes  a  FREE  4-color  process  imprint  on  a  white  surface.  Stock  shapes  do  not  include  the  stock  backgrounds  shown  as  a  standard  feature.  To  add  a  FREE  stock  background,  please  be  sure  to  specify  the  background  name  on  your  order.  For  available  stock  backgrounds,  please  visit  product  page  at  www.bicgraphic.com.  ",,,,,,,,,,,,5 working days.,,,,Magnets  are  made  from  flexible  magnet  sheets  containing  a  minimum  of  12%  recycled  material.,,TABLE,TABLE,USA ^24 ^ECO,156
MGSSL30,Large Stock Shape Magnets,Extra  Large  Stock  Shapes,30 mil,,FREE  stock  backgrounds|Full  bleeds  available|Always  in  stock,,,,"4-Color  Process  (4CP):  Price  includes  a  FREE  4-color  process  imprint  on  a  white  surface.  Stock  shapes  do  not  include  the  stock  backgrounds  shown  as  a  standard  feature.  To  add  a  FREE  stock  background,  please  be  sure  to  specify  the  background  name  on  your  order.  For  available  stock  backgrounds,  please  visit  product  page  at  www.bicgraphic.com.  ",,,,,,,,,,,,5 working days.,,,,Magnets  are  made  from  flexible  magnet  sheets  containing  a  minimum  of  12%  recycled  material.,,TABLE,TABLE,USA ^24 ^ECO,156
MGSSM20,Medium Stock Shape Magnets,Medium  Stock  Shapes,20 mil,,FREE  stock  backgrounds|Full  bleeds  available|Always  in  stock,,,,"4-Color  Process  (4CP):  Price  includes  a  FREE  4-color  process  imprint  on  a  white  surface.  Stock  shapes  do  not  include  the  stock  backgrounds  shown  as  a  standard  feature.  To  add  a  FREE  stock  background,  please  be  sure  to  specify  the  background  name  on  your  order.  For  available  stock  backgrounds,  please  visit  product  page  at  www.bicgraphic.com.  ",,,,,,,,,,,,5 working days.,,,,Magnets  are  made  from  flexible  magnet  sheets  containing  a  minimum  of  12%  recycled  material.,,TABLE,TABLE,USA ^24 ^ECO,155
MGSSM30,Medium Stock Shape Magnets,Medium  Stock  Shapes,30 mil,,FREE  stock  backgrounds|Full  bleeds  available|Always  in  stock,,,,"4-Color  Process  (4CP):  Price  includes  a  FREE  4-color  process  imprint  on  a  white  surface.  Stock  shapes  do  not  include  the  stock  backgrounds  shown  as  a  standard  feature.  To  add  a  FREE  stock  background,  please  be  sure  to  specify  the  background  name  on  your  order.  For  available  stock  backgrounds,  please  visit  product  page  at  www.bicgraphic.com.  ",,,,,,,,,,,,5 working days.,,,,Magnets  are  made  from  flexible  magnet  sheets  containing  a  minimum  of  12%  recycled  material.,,TABLE,TABLE,USA ^24 ^ECO,155
MGSSNP,Stock Shape Magnet and 5  Sheet Non-Adhesive Notepad,30  mil  Stock  Shape  Magnet  and   50  Sheet  Non-Adhesive  Notepad,,,FREE  stock  backgrounds|Full  bleeds  available|Always  in  stock,,,,"4-Color  Process  (4CP):  Price  includes  a  FREE  4-color  process  imprint  on  a  white  surface.  Stock  shapes  do  not  include  the  stock  backgrounds  shown  as  a  standard  feature.  To  add  a  FREE  stock  background,  please  be  sure  to  specify  the  background  name  on  your  order.  For  available  stock  backgrounds,  please  visit  product  page  at  www.bicgraphic.com.  ",,,,,,,,,,,,7 working days.,"Magnet  with  12  Sheet  Calendar  orders  placed  after  June  1,  2012   will  default  to  2013  calendars  unless  otherwise  specified.",,,Magnets  are  made  from  flexible  magnet  sheets  containing  a  minimum  of  12%  recycled  material.,,125,14  lbs  (approx.),USA ^ECO,159
MGSSS20,Small Stock Shape Magnets,"Square  1&  2,  Rectangle  1,  Circle  1,  2  &  3  ",20 mil,,FREE  stock  backgrounds|Full  bleeds  available|Always  in  stock,,,,"4-Color  Process  (4CP):  Price  includes  a  FREE  4-color  process  imprint  on  a  white  surface.  Stock  shapes  do  not  include  the  stock  backgrounds  shown  as  a  standard  feature.  To  add  a  FREE  stock  background,  please  be  sure  to  specify  the  background  name  on  your  order.  For  available  stock  backgrounds,  please  visit  product  page  at  www.bicgraphic.com.  ",,,,,,,,,,,,5 working days.,,,,Magnets  are  made  from  flexible  magnet  sheets  containing  a  minimum  of  12%  recycled  material.,,TABLE,TABLE,USA ^24 ^ECO,154
MGSSS30,Small Stock Shape Magnets,"Square  1&  2,  Rectangle  1,  Circle  1,  2  &  3  ",30 mil,,FREE  stock  backgrounds|Full  bleeds  available|Always  in  stock,,,,"4-Color  Process  (4CP):  Price  includes  a  FREE  4-color  process  imprint  on  a  white  surface.  Stock  shapes  do  not  include  the  stock  backgrounds  shown  as  a  standard  feature.  To  add  a  FREE  stock  background,  please  be  sure  to  specify  the  background  name  on  your  order.  For  available  stock  backgrounds,  please  visit  product  page  at  www.bicgraphic.com.  ",,,,,,,,,,,,5 working days.,,,,Magnets  are  made  from  flexible  magnet  sheets  containing  a  minimum  of  12%  recycled  material.,,TABLE,TABLE,USA ^24 ^ECO,154
MGSSXL20,Extra Large Stock Shape Magnets,"Square  5,  Rectangle  4  &  5  &  Circle  6",20 mil,,FREE  stock  backgrounds|Full  bleeds  available|Always  in  stock,,,,"4-Color  Process  (4CP):  Price  includes  a  FREE  4-color  process  imprint  on  a  white  surface.  Stock  shapes  do  not  include  the  stock  backgrounds  shown  as  a  standard  feature.  To  add  a  FREE  stock  background,  please  be  sure  to  specify  the  background  name  on  your  order.  For  available  stock  backgrounds,  please  visit  product  page  at  www.bicgraphic.com.  ",,,,,,,,,,,,5 working days.,,,,Magnets  are  made  from  flexible  magnet  sheets  containing  a  minimum  of  12%  recycled  material.,,TABLE,TABLE,USA ^24 ^ECO,154
MGSSXL30,Extra Large Stock Shape Magnets,"Square  5,  Rectangle  4  &  5  &  Circle  6",30 mil,,FREE  stock  backgrounds|Full  bleeds  available|Always  in  stock,,,,"4-Color  Process  (4CP):  Price  includes  a  FREE  4-color  process  imprint  on  a  white  surface.  Stock  shapes  do  not  include  the  stock  backgrounds  shown  as  a  standard  feature.  To  add  a  FREE  stock  background,  please  be  sure  to  specify  the  background  name  on  your  order.  For  available  stock  backgrounds,  please  visit  product  page  at  www.bicgraphic.com.  ",,,,,,,,,,,,5 working days.,,,,Magnets  are  made  from  flexible  magnet  sheets  containing  a  minimum  of  12%  recycled  material.,,TABLE,TABLE,USA ^24 ^ECO,154
MMAX,BIC? Media Max?,,,,"Extra-wide barrel for maximum imprint area |Innovative retracting mechanism |Soft, sleek gripping section","Black, Blue Navy, Red, Forest Green*, Orange* Purple*, Yellow*",Choose 1 trim color.  All include white barrel and section.,,"Screen Printing (SP): Price includes a 1-color barrel imprint. 4 colors available on barrel, 1 color on clip.  Add $.12(C) per pen for each additional imprint color or clip imprint.  See diagrams for imprint areas, location and number of colors.",,"SP: 3/4""W x 3/4""H 
(max. 4 colors) Option 2","SP: 1""W x 3/16""H 
(max. 1 color)","SP: 1 3/4""W x 3/4""H (max. 4 colors)
Option 1 (Default)",,Medium Point   ,Black,,,,,5 working days.,,"21/32""W x 5 5/8""H",,,,300,9 lbs (approx.),24,59
MP1A,Fabric Surface Mouse Pads - Standard Sizes ,"7  1/2""  x  8  1/2""","1/8""",,Full  bleeds  available|FREE  4-color  process  imprint|Free  stock  backgrounds|Always  in  stock  |Assembled  in  the  U.S.A.,,,,"4-Color  Process  (4CP):  Price  includes  a  FREE  4-color  process  imprint  on  a  white  surface.  To  add  a  FREE  stock  background,  please  be  sure  to  specify  the  background  name  on  your  order.  For  available  stock  backgrounds,  please  visit  product  page  at  www.bicgraphic.com.
Full  bleeds  available.  For  art  templates,  visit  product  page  at  www.bicgraphic.com.  ",,,,,,,,,,,,5 working days.,,"7  1/2""  x  8  1/2""",,,,100,14  lbs  (approx.),24,167
MP1B,Fabric Surface Mouse Pads - Standard Sizes ,"7  1/2""  x  8  1/2""","1/4""",,Full  bleeds  available|FREE  4-color  process  imprint|Free  stock  backgrounds|Always  in  stock  |Assembled  in  the  U.S.A.,,,,"4-Color  Process  (4CP):  Price  includes  a  FREE  4-color  process  imprint  on  a  white  surface.  To  add  a  FREE  stock  background,  please  be  sure  to  specify  the  background  name  on  your  order.  For  available  stock  backgrounds,  please  visit  product  page  at  www.bicgraphic.com.
Full  bleeds  available.  For  art  templates,  visit  product  page  at  www.bicgraphic.com.  ",,,,,,,,,,,,5 working days.,,"7  1/2""  x  8  1/2""",,,,50,14  lbs  (approx.),24,167
MP1C,Fabric Surface Mouse Pads - Standard Sizes ,"7  1/2""  x  8  1/2""","1/16""",,Full  bleeds  available|FREE  4-color  process  imprint|Free  stock  backgrounds|Always  in  stock  |Assembled  in  the  U.S.A.,,,,"4-Color  Process  (4CP):  Price  includes  a  FREE  4-color  process  imprint  on  a  white  surface.  To  add  a  FREE  stock  background,  please  be  sure  to  specify  the  background  name  on  your  order.  For  available  stock  backgrounds,  please  visit  product  page  at  www.bicgraphic.com.
Full  bleeds  available.  For  art  templates,  visit  product  page  at  www.bicgraphic.com.  ",,,,,,,,,,,,5 working days.,,"7  1/2""  x  8  1/2""",,,,200,20  lbs  (approx.),24,167
MP2A,Fabric Surface Mouse Pads - Standard Sizes ,"8""  x  9  1/2""","1/8""",,Full  bleeds  available|FREE  4-color  process  imprint|Free  stock  backgrounds|Always  in  stock  |Assembled  in  the  U.S.A.,,,,"4-Color  Process  (4CP):  Price  includes  a  FREE  4-color  process  imprint  on  a  white  surface.  To  add  a  FREE  stock  background,  please  be  sure  to  specify  the  background  name  on  your  order.  For  available  stock  backgrounds,  please  visit  product  page  at  www.bicgraphic.com.
Full  bleeds  available.  For  art  templates,  visit  product  page  at  www.bicgraphic.com.  ",,,,,,,,,,,,5 working days.,,"8""  x  9  1/2""",,,,100,16  lbs  (approx.),24,167
